System,FountainType,Position,Painted,GISPropNum,PropName,OMPPropID,Borough,FountainCount,Department,District,FeatureStatus,Point
X013-DF0385,A,Under Tree,NO,X013,Devoe Park,X013,X,1,X-05,A-Devoe Park,Active,POINT (-73.907021 40.863292)
B247-DF0434,A,"Out in Open, In Playground",YES,B247,Breukelen Ballfields,B247-01,B,1,B-18,A-Breukelen Ballfields-Breukelen Plgd,Active,POINT (-73.893614 40.653955)
B392-DF0276,C,Out in Open,NO,B392,Lott Park,B392,B,1,B-17,C-Lott Park,Active,POINT (-73.954111 40.648058)
B255H-DF0536,D,In Playground,YES,B255H,Thomas J. Cuite Park,B255H,B,1,B-07,D-Thomas J. Cuite Park,Active,POINT (-73.978761 40.654259)
M154-DF0659,F High Low,"In Shade, Under Tree",YES,M154,Mathews-Palmer Playground,M154,M,2,M-04,F High Low-Mathews-Palmer Playground,Active,POINT (-73.992734 40.761178)
M193-DF0547,A,"Under Tree, Near Ballfield, Just Outside Playground",YES,M193,Abraham Lincoln Playground,M193,M,1,M-11,A-Abraham Lincoln Playground,Active,POINT (-73.937275 40.812412)
Q050-DF0987,Food Prep Sink,Indoor,,Q050,Rockaway Beach,Q050-BLG0993,Q,1,Q-14,Food Prep Sink-Rockaway Beach-Beach 115 Lifeguard,Active,POINT (-73.835484 40.577827)
Q015-DF0917,Indoor Drinking Fountain,Indoor,,Q015,Forest Park,Q015-ZN06-BLG0414,Q,1,Q-16,Indoor Drinking Fountain-Forest Park-Bandshell,Active,POINT (-73.858391 40.698396)
R149-DF0234,Indoor Drinking Fountain,Indoor,,R149,Ocean Breeze Park,R149-BLG0001,R,1,R-02B,Indoor Drinking Fountain-Ocean Breeze Athletic Complex,Active,POINT (-74.075188 40.583077)
B073-DF0307,B,Out in Open,,B073,Prospect Park,B073-ZN13,B,1,B-19,B-Prospect Park-Upper Long Meadow,Active,POINT (-73.96915 40.6704)
X095-DF0559,Indoor Drinking Fountain,Indoor,,X095,Williamsbridge Square,X095-BLG5487,X,1,X-14,Indoor Drinking Fountain-Null,Active,POINT (-73.86669 40.877145)
M071-DF0024,C,"In Playground, Under Tree",NO,M071,Riverside Park,M071-08,M,1,M-14,C-Riverside Park-River Run Plgd,Active,POINT (-73.98194 40.787196)
X124-DF0168,A,"Under Tree, Near Ballfield, In Playground",NO,X124,Watson Gleason Playground,X124,X,1,X-09,A-Watson Gleason Playground,Active,POINT (-73.868781 40.827803)
X039-DF0092,Double A,Out in Open,YES,X039,Pelham Bay Park,X039-ZN19,X,2,X-15,Double A-Pelham Bay Park-Orchard Beach South,Active,POINT (-73.792974 40.867784)
X136-DF0157,D,"Near Ballfield, Out in Open",NO,X136,Harris Park,X136,X,1,X-07,D-Harris Park,Active,POINT (-73.890625 40.876281)
Q001-DF0665,A,In Playground,NO,Q001,Alley Pond Park,Q001-04,Q,1,Q-07A,A-Alley Pond Park-Horatio Playground,Active,POINT (-73.754008 40.758769)
Q300A-DF0719,A,Near Ballfield,NO,Q300A,Kissena Corridor Park,Q300A-ZN03,Q,1,Q-11,A-Kissena Corridor Park-Kissena Corridor East Zone 3,Active,POINT (-73.782566 40.743093)
Q099-DF0129,D,Under Tree,YES,Q099,Flushing Meadows Corona Park,Q099-ZN18,Q,1,Q-15,D-Flushing Meadows Corona Park-QN Wldlf Ctr-Terr On Park-NY Hall Of Sci,Active,POINT (-73.850461 40.746214)
M010-DF1106,Indoor Drinking Fountain,Indoor,,M010,Central Park,M010-ZN34-BLG0697,M,1,M-13,Indoor Drinking Fountain-Central Park-C.P. TENNIS,Active,POINT (-73.961891 40.789427)
Q423-DF0182,C,"In Shade, Just Outside Playground",NO,Q423,Reiff Playground,Q423,Q,1,Q-05,C-Reiff Playground,Active,POINT (-73.902063 40.718836)
Q001-DF0810,A,Near Ballfield,NO,Q001,Alley Pond Park,Q001-ZN02,Q,1,Q-07A,A-Alley Pond Park-Alley Pond Park Zone 2,Active,POINT (-73.738739 40.74267)
Q375-DF0532,D,"Under Tree, Just Outside Playground",NO,Q375,Willets Point Playground,Q375,Q,1,Q-07,D-Willets Point Playground,Active,POINT (-73.79646 40.783791)
R109-DF0260,Indoor Drinking Fountain,Indoor,,R109,CPL. Thompson Park,R109-BLG1295,R,1,R-01,Indoor Drinking Fountain-CPL. Thompson Park-Comfort Station,Active,POINT (-74.11939 40.636896)
R105-DF0127,C,Near Ballfield,NO,R105,Prall Playground,R105,R,1,R-01,C-Prall Playground,Active,POINT (-74.118506 40.628399)
B298-DF1149,CS Metal,Just Outside Playground,,B298,Stockton Playground,B298,B,1,B-03,CS Metal-Stockton Playground,Active,POINT (-73.948645 40.697117)
X118-DF0418,A,Near Ballfield,NO,X118,Soundview Park,X118-ZN04,X,1,X-09,A-Soundview Park-Soundview Park Zone 4,Active,POINT (-73.878081 40.817351)
Q460-DF0183,A,In Playground,NO,Q460,Broad Channel Park,Q460,Q,1,Q-14,A-Broad Channel Park,Active,POINT (-73.819972 40.600463)
Q121-DF0483,A,Out in Open,NO,Q121,Detective Keith L Williams Park,Q121-02,Q,1,Q-12,A-Detective Keith L Williams Park-K.l. Williams Playground (Tennis),Active,POINT (-73.785331 40.703887)
Q050-DF0430,Trough,Out in Open,NO,Q050,Rockaway Beach,Q050-ZN08A,Q,1,Q-14,Trough-Rockaway Beach-Rockaway Beach 08a,Active,POINT (-73.833127 40.578604)
R047-DF0222,Food Prep Sink,Indoor,,R047,Willowbrook Parkway,R065-ZN07-BLG6815,R,1,R-02,Food Prep Sink-Willowbrook Parkway-Northwest Latourette,Active,POINT (-74.139097 40.588369)
Q163-DF0956,Food Prep Sink,Indoor,,Q163,Rockaway Beach Boardwalk,Q163-BLG0002,Q,1,Q-14,Food Prep Sink-Rockaway Beach Boardwalk-Beach 106 Comfort Station-Juice Bar,Active,POINT (-73.826116 40.580556)
B262-DF0427,A,"Under Tree, In Playground",YES,B262,Potomac Playground,B262,B,1,B-03,A-Potomac Playground,Active,POINT (-73.944319 40.682089)
Q099-DF0131,A,Under Tree,YES,Q099,Flushing Meadows Corona Park,Q099-ZN18,Q,1,Q-15,A-Flushing Meadows Corona Park-QN Wldlf Ctr-Terr On Park-NY Hall Of Sci,Active,POINT (-73.850436 40.746282)
Q308-DF0871,Bottle Filler High Low,"Out_in_Open,Near_Ballfield",,Q308,Bowne Playground,Q308,Q,3,Q-07,Bottle Filler High Low-Bowne Playground,Active,POINT (-73.824701 40.758245)
X188-DF0003,A,"Under Tree, In Shade, Near Ballfield",YES,X188,Wakefield Playground,X188,X,1,X-12,A-Wakefield Playground,Active,POINT (-73.854383 40.901919)
R114-DF0114,C,Out in Open,YES,R114,Jennifer's Playground,R114,R,1,R-01,C-Jennifer's Playground,Active,POINT (-74.163057 40.619782)
Q448-DF0779,A,Under Tree,NO,Q448,Roy Wilkins Recreation Center,Q448,Q,1,Q-12,A-Roy Wilkins Recreation Center,Active,POINT (-73.769764 40.686545)
Q415-DF0161,A,Just Outside Playground,NO,Q415,Louis Armstrong Playground,Q415,Q,1,Q-03,A-Louis Armstrong Playground,Active,POINT (-73.855186 40.754894)
X008-DF0546,Indoor Drinking Fountain,Indoor,,X008,Claremont Park,X008-ZN03-BLG0803,X,1,X-04,Indoor Drinking Fountain-Claremont Park-CLAREMONT POOL ENT.,Active,POINT (-73.907671 40.83863)
R028-DF0064,E,Under Tree,,R028,Tappen Park,R028,R,1,R-01,E-Tappen Park,Active,POINT (-74.076212 40.627047)
B032-DF0002,E,"In Playground, Under Tree",YES,B032,Fort Greene Park,B032-01,B,1,B-02,E-Fort Greene Park-Fort Greene Plgd,Active,POINT (-73.977003 40.692504)
R038A-DF0057,A,Near Ballfield,YES,R038A,Midland Field,R038A,R,1,R-02B,A-Midland Field,Active,POINT (-74.098502 40.576675)
M264-DF0336,E,"Under Tree, In Playground",YES,M264,Playground Eighty Nine LXXXIX,M264,M,1,M-07,E-Playground Eighty Nine LXXXIX,Active,POINT (-73.971891 40.788779)
Q023-DF0458,A,Out in Open,YES,Q023,Rufus King Park,Q023,Q,1,Q-12,A-Rufus King Park,Active,POINT (-73.803552 40.703293)
M010-DF0620,E,"Under Tree, Out in Open",YES,M010,Central Park,M010-ZN30,M,1,M-13,E-Central Park-Central Park West,Active,POINT (-73.964372 40.79104)
R069-DF0111,CS Concrete,In Playground,YES,R069,Terrace Playground,R069,R,1,R-01,CS Metal-Terrace Playground,Active,POINT (-74.098317 40.613543)
M010-DF0623,E,"Under Tree, Out in Open",YES,M010,Central Park,M010-ZN30,M,1,M-13,E-Central Park-Central Park West,Active,POINT (-73.966716 40.784956)
B073-DF0378,E High Low,Out in Open,NO,B073,Prospect Park,B073-07,B,2,B-19,E High Low-Prospect Park-Vanderbilt Playground,Active,POINT (-73.972886 40.655153)
Q099-DF0271,A,Out in Open,YES,Q099,Flushing Meadows Corona Park,Q099-ZN09,Q,1,Q-15,A-Flushing Meadows Corona Park-North Of Fountain Of The Planets,Active,POINT (-73.836672 40.750359)
Q008-DF0763,D,Near Ballfield,NO,Q008,Brookville Park,Q008-ZN02,Q,1,Q-13,D-Brookville Park-Brookville Park Zone 2,Active,POINT (-73.746379 40.661051)
Q099-DF0283,A,Under Tree,NO,Q099,Flushing Meadows Corona Park,Q099-ZN14,Q,1,Q-15,A-Flushing Meadows Corona Park-North Lawn,Active,POINT (-73.84141 40.748064)
M105-DF0007,Bottle Filler High Low,"Near Ballfield, Just Outside Playground",,M105,Sara D. Roosevelt Park,M105,M,3,M-03,Bottle Filler High Low-Sara D. Roosevelt Park,Active,POINT (-73.994166 40.716851)
B018-DF0814,A,"Near Ballfield, Out in Open",YES,B018,Canarsie Park,B018-ZN01,B,1,B-18,A-Canarsie Park-Canarsie Park Zone 1,Active,POINT (-73.892913 40.629818)
Q015-DF0016,E High Low,Just Outside Playground,NO,Q015,Forest Park,Q015-08,Q,2,Q-16,E High Low-Forest Park-Dry Harbor Playground,Active,POINT (-73.868051 40.702564)
X013-DF0517,Indoor Drinking Fountain,Indoor,,X013,Devoe Park,X013-BLG0855,X,1,X-05,Indoor Drinking Fountain-Devoe Park-Comfort Station,Active,POINT (-73.904918 40.863677)
B317-DF0083,A,"Under Tree, In Playground",YES,B317,Lafayette Gardens Playground,B317,B,1,B-03,A-Lafayette Gardens Playground,Active,POINT (-73.957437 40.689463)
Q121-DF0867,CS Metal,,,Q121,Detective Keith L Williams Park,Q121,Q,1,Q-12,CS Metal-Detective Keith L Williams Park,Active,POINT (-73.784222 40.701849)
B042-DF0681,C,"In Playground, Out in Open",NO,B042,Gravesend Park,B042,B,1,B-12,C-Gravesend Park,Active,POINT (-73.984007 40.623886)
B007-DF0766,A,"Near Ballfield, Out in Open",YES,B007,Bensonhurst Park,B007,B,1,B-11,A-Bensonhurst Park,Active,POINT (-74.001169 40.597751)
B397-DF0100,C,Out in Open,YES,B397,Carter G. Woodson Children's Park,B397,B,1,B-16,C-Carter G. Woodson Children's Park,Active,POINT (-73.905954 40.668294)
M005-DF0281,E,Under Tree,YES,M005,The Battery,M005-ZN02,M,1,M-01,E-The Battery-Battery Park Zone 2,Active,POINT (-74.01676 40.702895)
M047-DF0917,J,,,M047,Thomas Jefferson Park,M047,M,1,M-11,J-Thomas Jefferson Park,Active,POINT (-73.936294 40.793236)
M353-DF0046,D,Out in Open,YES,M353,Riverside Park South,M353-ZN01,M,1,M-14,D-Riverside Park South-South Waterfront West Side,Active,POINT (-73.988511 40.779809)
Q011-DF0651,J,In Playground,NO,Q011,Poppenhusen Playground,Q011,Q,1,Q-07,J-Poppenhusen Playground,Active,POINT (-73.844705 40.781479)
M010-DF0940,Indoor Drinking Fountain,Indoor,,M010,Central Park,M010-ZN36-BLG0730,M,1,M-13,Indoor Drinking Fountain-Central Park-North Meadow Recreation Center,Active,POINT (-73.95941 40.791163)
X106-DF0602,Bottle Filler High Low,,,X106,Evelina Antonetty Playground,X106,X,3,X-01,Bottle Filler High Low-Garrison Playground,Active,POINT (-73.928335 40.817398)
B270-DF0124,C,"Under Tree, In Shade, Just Outside Playground",NO,B270,Brownsville Playground,B270,B,1,B-16,C-Brownsville Playground,Active,POINT (-73.901675 40.65676)
B210I-DF0529,C,In Playground,NO,B210I,Gonzalo Plasencia Playground,B210I,B,1,B-07,C-Gonzalo Plasencia Playground,Active,POINT (-74.008365 40.652395)
B214-DF0168,C,Under Tree,YES,B214,Linden Park,B214-01,B,1,B-05,C-Linden Park-Linden Park,Active,POINT (-73.886107 40.65892)
BT15-DF0744,E,Near Ballfield,YES,BT15,Bush Terminal Park,BT15,B,1,B-07,E-Bush Terminal Park,Active,POINT (-74.019899 40.65333)
M010-DF0074,B,Out in Open,NO,M010,Central Park,M010-ZN36,M,1,M-13,B-Central Park-North Meadow Recreation Center,Active,POINT (-73.95951 40.790758)
B111-DF0252,E,In Playground,YES,B111,Washington Park,B111,B,1,B-06,E-J.J. Byrne Playground,Active,POINT (-73.984417 40.672622)
Q119-DF0537,C,Just Outside Playground,NO,Q119,Frederick B. Judge Playground,Q119,Q,1,Q-10,C-Frederick B. Judge Playground,Active,POINT (-73.807801 40.6831)
B169-DF0571,E,Out in Open,NO,B169,Coney Island Beach & Boardwalk,B169-ZN03B,B,1,B-13,E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 3b,Active,POINT (-73.969217 40.574614)
Q026-DF0144,D,Just Outside Playground,NO,Q026,Park Of The Americas,Q026,Q,1,Q-04,D-Park Of The Americas,Active,POINT (-73.861797 40.748754)
M022-DF0951,Indoor Drinking Fountain,Indoor,,M022,De Witt Clinton Park,M022-BLG0649,M,1,M-04,Indoor Drinking Fountain-De Witt Clinton Park-Comfort Station,Active,POINT (-73.994636 40.768197)
X344-DF0443,Trough,Out in Open,,X344,Mill Pond Park,X344,X,1,X-04,Trough-Mill Pond Park,Active,POINT (-73.931228 40.822161)
Q360N-DF0597,A,"Under Tree, In Shade, Out in Open, Near Ballfield",,Q360N,Hoffman Park,Q360N,Q,1,Q-04,A-Hoffman Park,Active,POINT (-73.872638 40.732444)
Q099-DF0936,Indoor Drinking Fountain,Indoor,,Q099,Flushing Meadows Corona Park,Q099-BLG0280,Q,1,Q-15,Indoor Drinking Fountain-Flushing Meadows Corona Park-Aquatic Center,Active,POINT (-73.837424 40.751761)
M104-DF0929,Indoor Drinking Fountain,Indoor,,M104,Randall's Island Park,M104-ZN01-BLG1561,M,1,M-11R,Indoor Drinking Fountain-Randall's Island Park-5 Boro,Active,POINT (-73.92302 40.799256)
B055-DF0771,C,"Under Tree, In Shade, In Playground",NO,B055,Sternberg Park,B055,B,1,B-01,C-Sternberg Park,Active,POINT (-73.947371 40.705659)
M205-DF0460,A,Near Ballfield,YES,M205,Playground One Twenty Five CXXV,M205,M,1,M-09,A-Playground One Twenty Five CXXV,Active,POINT (-73.954868 40.810481)
Q015-DF0013,D,In Playground,NO,Q015,Forest Park,Q015-03,Q,1,Q-16,D-Forest Park-Jackson Pond Playground,Active,POINT (-73.842865 40.700963)
B245-DF1086,Bottle Filler Fountain,Indoor,,B245,St. John's Park,B245-BLG1089,B,2,B-08,Bottle Filler Fountain-St. John's Recreation Center,Active,POINT (-73.934891 40.673861)
B260-DF0173,A,"Under Tree, In Playground",YES,B260,Howard Playground,B260,B,1,B-16,A-Howard Playground,Active,POINT (-73.90784 40.671709)
M105-DF0997,Food Prep Sink,Indoor,,M105,Sara D. Roosevelt Park,M105-BLG1529,M,1,M-03,Food Prep Sink-Sara D. Roosevelt Park-Community Center,Active,POINT (-73.992258 40.720424)
B051-DF0870,A,Near Ballfield,,B051,Kelly Park Playground,B051,B,1,B-15,A-Kelly Park Playground,Active,POINT (-73.957927 40.603935)
R106-DF0141,D,In Playground,NO,R106,Bloomingdale Park,R106-01,R,1,R-03,D-Bloomingdale Park-Bloomingdale Playground,Active,POINT (-74.208734 40.535206)
B010-DF0985,E,,,B010,Brooklyn Botanic Garden,B010,B,1,B-19,E-Brooklyn Botanic Garden,Active,POINT (-73.962233 40.663816)
B310-DF1138,Water Cooler,Indoor,,B310,Bushwick Playground,B310-BLG0992,B,1,B-01,Water Cooler-Bushwick Playground-Bushwick Plg,Active,POINT (-73.939361 40.701813)
Q205B-DF0119,C,"Under Tree, In Playground",NO,Q205B,Nathan Weidenbaum Playground,Q205B,Q,1,Q-02,C-Nathan Weidenbaum Playground,Active,POINT (-73.902095 40.7382)
B345-DF0159,D,Under Tree,NO,B345,Ethan Allen Playground,B345,B,1,B-05,D-Ethan Allen Playground,Active,POINT (-73.886564 40.655755)
M010-DF0586,E,"Under Tree, Out in Open",YES,M010,Central Park,M010-ZN10+11,M,1,M-13,E-Central Park-Sheep Meadow,Active,POINT (-73.976831 40.771759)
X265-DF0375,C,"Under Tree, In Playground",NO,X265,Galileo Playground,X265,X,1,X-05,C-Galileo Playground,Active,POINT (-73.915813 40.848652)
M015-DF0443,E High Low,"Under Tree, Near Ballfield",YES,M015,Columbus Park,M015,M,2,M-01,E High Low-Columbus Park,Active,POINT (-73.999775 40.71562)
B018-DF1121,Indoor Drinking Fountain,Indoor,,B018,Canarsie Park,B018-BLG1203,B,1,B-18,Indoor Drinking Fountain-Canarsie Park-Comfort Station,Active,POINT (-73.895972 40.628961)
M219-DF0323,F High Low,"Under Tree, Just Outside Playground, Near Ballfield",NO,M219,Tecumseh Playground,M219,M,2,M-07,F High Low-Tecumseh Playground,Active,POINT (-73.978515 40.781945)
M399-DF0340,F,Out in Open,YES,M399,Bella Abzug Park,M399,M,1,M-04,F-Bella Abzug Park,Active,POINT (-74.00062 40.75542)
Q123-DF0869,Bottle Filler High Low,"Out_in_Open,Just_Outside_Playground",,Q123,Astoria Health Playground,Q123,Q,3,Q-01,Bottle Filler High Low-Astoria Health Playground,Active,POINT (-73.932568 40.767846)
B073-DF0936,E,,,B073,Prospect Park,B073-ZN14,B,1,B-19,E-Prospect Park-Middle Long Meadow,Active,POINT (-73.974039 40.663617)
X179-DF0343,Bottle Filler,Just Outside Playground,NO,X179,Al Quiñones Playground,X179,X,1,X-02,Bottle Filler-Playground 52 LII,Active,POINT (-73.901709 40.815129)
R030-DF0018,A,Near Ballfield,,R030,Willowbrook Park,R065-ZN08,R,1,R-02,A-Willowbrook Park-Willowbrook Park Recreational Area,Active,POINT (-74.15663 40.60577)
Q106-DF0468,D,Just Outside Playground,YES,Q106,Daniel M. O'Connell Playground,Q106,Q,1,Q-12,D-Daniel M. O'Connell Playground,Active,POINT (-73.75813 40.700226)
Q221-DF0365,A,"Just Outside Playground, Out in Open",NO,Q221,Farm Playground,Q221,Q,1,Q-08,A-Farm Playground,Active,POINT (-73.777394 40.735156)
M107-DF0151,Pedestal,Out in Open,NO,M107,Wards Island Park,M107-ZN06,M,1,M-11R,Pedestal-Wards Island Park-Wards Meadow,Active,POINT (-73.930725 40.782997)
X255-DF0204,D,Near Ballfield,NO,X255,Bill Rainey Park,X255,X,1,X-02,D-Bill Rainey Park,Active,POINT (-73.897988 40.818457)
Q031-DF0077,A,"Under Tree, Just Outside Playground",NO,Q031,Lawrence Virgilio Playground,Q031,Q,1,Q-02,A-Lawrence Virgilio Playground,Active,POINT (-73.910192 40.747358)
R046-DF0043,E,Out in Open,YES,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,R,1,R-02,E-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,Active,POINT (-74.085011 40.572963)
B210W-DF0961,A,,,B210W,John J Carty Park,B210W,B,1,B-10,A-John J Carty Park,Active,POINT (-74.029355 40.614538)
B210W-DF0706,A,In Playground,NO,B210W,John J Carty Park,B210W,B,1,B-10,A-John J Carty Park,Active,POINT (-74.028853 40.61499)
B124-DF0410,A,In Playground,NO,B124,William Sheridan Playground,B124,B,1,B-01,A-William Sheridan Playground,Active,POINT (-73.964332 40.715106)
M076-DF0014,D,In Playground,NO,M076,St. Vartan Park,M076,M,1,M-06,D-St. Vartan Park,Active,POINT (-73.97332 40.745147)
X022-DF0337,A,Under Tree,YES,X022,Benjamin Gladstone Square,X022,X,1,X-02,A-Benjamin Gladstone Square,Active,POINT (-73.890894 40.825363)
R046-DF0034,A,Out in Open,YES,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,R,1,R-02,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,Active,POINT (-74.090368 40.569143)
Q318-DF0499,A,In Playground,NO,Q318,Playground Eighty LXXX,Q318,Q,1,Q-13,A-Playground Eighty LXXX,Active,POINT (-73.709531 40.745072)
X273-DF0314,C,"Out in Open, Just Outside Playground",NO,X273,Rock Garden Park,X273,X,1,X-03,C-Rock Garden Park,Active,POINT (-73.885283 40.835189)
B228-DF0096,A,Near Ballfield,YES,B228,Dr. Green Playground,B228,B,1,B-16,A-Dr. Green Playground,Active,POINT (-73.907069 40.667171)
R043-DF0210,Indoor Drinking Fountain,Indoor,,R043,Lyons Pool,R043-BLG1264,R,1,R-01,Indoor Drinking Fountain-Lyons Pool-Recreation Center,Active,POINT (-74.074754 40.637536)
Q162-DF1015,Other,Indoor,,Q162,Rockaway Beach and Boardwalk,Q162-BLG0001,Q,1,Q-14,Other-Rockaway Beach and Boardwalk-Building at Beach 59 St,Active,POINT (-73.788514 40.589041)
Q084A-DF0312,B,Out in Open,YES,Q099,Flushing Meadows Corona Park,Q099-ZN01,Q,1,Q-15,B-Flushing Meadows Corona Park,Active,POINT (-73.853742 40.760084)
B347-DF0129,C,"In Playground, Near Ballfield",NO,B347,Carver Playground,B347,B,1,B-03,C-Carver Playground,Active,POINT (-73.920889 40.680266)
B245-DF0471,A,"Out in Open, Near Ballfield",YES,B245,St. John's Park,B245,B,1,B-08,A-St. John's Park,Active,POINT (-73.935913 40.674695)
Q099-DF0257,A,Out in Open,YES,Q099,Flushing Meadows Corona Park,Q099-ZN08,Q,1,Q-15,A-Flushing Meadows Corona Park-South Of Fountain Of The Planets,Active,POINT (-73.838554 40.746346)
M190-DF1070,CS Metal,On wall,,M190,Sheltering Arms Playground,M190,M,1,M-09,CS Metal-Sheltering Arms Playground,Active,POINT (-73.955682 40.815156)
X092-DF0222,CS Metal,"In Playground, Under Tree",YES,X092,Van Cortlandt Park,X092-05,X,1,X-13,CS Metal-Van Cortlandt Park-Van Cortlandt Classic Plgd,Active,POINT (-73.890683 40.885189)
Q163-DF0420,Trough,Out in Open,NO,Q163,Rockaway Beach Boardwalk,Q163-ZN05B,Q,1,Q-14,Trough-Rockaway Beach Boardwalk-Rockaway Beach 05b,Active,POINT (-73.809281 40.584894)
X292-DF0044,C,"Out in Open, In Playground",NO,X292,Mabel Hampton Playground,X292,X,1,X-05,C-Morris Garden,Active,POINT (-73.903863 40.854631)
X092-DF0232,A,Out in Open,YES,X092,Van Cortlandt Park,X092-ZN04,X,1,X-13,"A-Van Cortlandt Park-V. C. Mansion, Tennis Courts, Mem. Grove",Active,POINT (-73.893038 40.891078)
B301-DF0714,A,In Playground,YES,B301,Greene Playground,B301,B,1,B-02,A-Greene Playground,Active,POINT (-73.965783 40.686583)
X295-DF0373,C,"Under Tree, In Playground",NO,X295,Half-Nelson Playground,X295,X,1,X-05,C-Half-Nelson Playground,Active,POINT (-73.91946 40.846521)
Q104-DF0036,C,Near Ballfield,NO,Q104,Queensbridge Park,Q104,Q,1,Q-01,C-Queensbridge Park,Active,POINT (-73.948392 40.755686)
M010-DF0644,E,"Near Ballfield, Under Tree, In Shade",YES,M010,Central Park,M010-ZN37,M,1,M-13,E-Central Park-North Meadow,Active,POINT (-73.955816 40.791992)
Q413-DF0148,C,Under Tree,NO,Q413,Rochdale Park,Q413,Q,1,Q-12,C-Rochdale Park,Active,POINT (-73.774268 40.674234)
Q429-DF0038,A,Near Ballfield,NO,Q429,Spirit Playground,Q429,Q,1,Q-01,A-Spirit Playground,Active,POINT (-73.941723 40.761277)
Q310-DF0695,A,Near Ballfield,NO,Q310,Glen Oaks Oval,Q310,Q,1,Q-13,A-Glen Oaks Oval,Active,POINT (-73.715113 40.749714)
Q015-DF0023,A,Out in Open,NO,Q015,Forest Park,Q015-ZN06,Q,1,Q-16,A-Forest Park-The Bandshell,Active,POINT (-73.857881 40.700404)
M104-DF0147,E High Low,Out in Open,NO,M104,Randall's Island Park,M104-ZN03,M,2,M-11R,E High Low-Randall's Island Park-Zone 3,Active,POINT (-73.924232 40.793247)
