prop_name,category,boro,rated,year,season,round,prop_location,visitor_count,pr_litter,pr_overall_condition
Alley Pond Park,Large Park,Queens,Yes,2024,Summer,4,"Little Neck Bay to Springfield Blvd, Union Tpke",20,A,A
Captain Tilly Park,Large Park,Queens,Yes,2024,Summer,4,"Highland Ave., 85 Ave. bet. 165 St. and Chapin Pkwy.",75,A,A
Msgr. McGolrick Park,Small Park,Brooklyn,Yes,2024,Summer,4,"Russell St., Monitor St. bet. Nassau Ave. and Driggs Ave.",15,A,A
Century Playground,Small Park,Brooklyn,Yes,2024,Summer,4,W. Brighton Ave. between W. 2 St. and W. 3 St.,15,A,A
McCarren Park,Large Park,Brooklyn,Yes,2024,Summer,4,"Nassau Ave, Bayard, Leonard & N 12 Sts",50,A,U
Fulton Park,Small Park,Brooklyn,Yes,2024,Summer,4,Chauncey St. bet. Lewis Ave. and Stuyvesant Ave.,20,A,A
Herman Dolgon Playground,Small Park,Brooklyn,Yes,2024,Summer,4,Ave. V between Nostrand Ave. and Batchelder St.,7,N,U
Bloomingdale Park,Small Park,Staten Island,Yes,2024,Summer,4,"Richmond Pkwy., West Shore Expw., Lenevar Ave., Ramona Ave.",15,A,A
McDonald Playground,Small Park,Brooklyn,Yes,2024,Summer,4,Mcdonald Ave. between Ave. S and Ave. T,85,A,A
Greencroft Playground,Small Park,Staten Island,Yes,2024,Summer,4,Greencroft Ave. bet. Ainsworth Ave. and Redgrave Ave.,20,A,A
The High Line,Large Park,Manhattan,Yes,2024,Summer,4,Gansevoort St. To W. 30 St. bet. Washington St. and 11 Ave.,233,A,A
Robert Moses Playground,Small Park,Manhattan,Yes,2024,Summer,4,"1 Ave., bet. E. 41 St. and E. 42 St.",3,A,A
MacArthur Playground,Small Park,Manhattan,Yes,2024,Summer,4,"E. 48 St. To E. 49 St., FDR",5,A,A
John Allen Payne Playground,Small Park,Brooklyn,Yes,2024,Summer,4,3 Ave. bet. 64 St. and 65 St.,5,U,A
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2024,Summer,4,"Corbin Pl. to W. 37 St., Boardwalk",79,A,A
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2024,Summer,4,"Corbin Pl. to W. 37 St., Boardwalk",85,A,A
London Planetree Playground,Small Park,Queens,Yes,2024,Summer,4,"Atlantic Ave., 95 Ave. bet. 88 St., 89 St.",8,A,A
Park,Small Park,Queens,Yes,2024,Summer,4,43 St. bet. 55 Ave. and 54 Ave.,2,A,A
Torsney Playground,Small Park,Queens,Yes,2024,Summer,4,Skillman Ave. bet. 41 St. and 43 St.,7,A,A
Central Park,Large Park,Manhattan,Yes,2024,Summer,4,"5 Av To Central Park W, 59 St To 110 St",50,A,A
Dyker Beach Park,Large Park,Brooklyn,Yes,2024,Summer,4,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.",20,A,N
Queensbridge Park,Large Park,Queens,Yes,2024,Summer,4,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",27,A,A
Randall's Island Park,Large Park,Manhattan,Yes,2024,Summer,4,East River and Harlem River,11,A,N
Randall's Island Park,Large Park,Manhattan,Yes,2024,Summer,4,East River and Harlem River,4,A,N
Astoria Park,Large Park,Queens,Yes,2024,Summer,4,19 St. bet. Astoria Park S. and Ditmars Blvd.,142,A,N
Margaret I. Carman Green - Weeping Beech,Small Park,Queens,Yes,2024,Summer,4,37 Ave. bet. Bowne St. and Parsons Blvd.,53,A,A
Recreational Area,Small Park,Manhattan,Yes,2024,Summer,4,"W. 145 St., W. 155 St., Hudson River",NA,A,A
Pierrepont Playground,Small Park,Brooklyn,Yes,2024,Summer,4,"bet. Pierrepont Pl., Pierrepont St. and the BQE",35,A,A
Pratt Playground,Small Park,Brooklyn,Yes,2024,Summer,4,Willoughby Ave. between Stuben St. and Emerson Pl.,45,A,A
Central Park,Small Park,Manhattan,Yes,2024,Summer,4,"5 Av To Central Park W, 59 St To 110 St",NA,A,A
Central Park,Small Park,Manhattan,Yes,2024,Summer,4,"5 Av To Central Park W, 59 St To 110 St",NA,A,A
Paerdegat Park,Small Park,Brooklyn,Yes,2024,Summer,4,"Albany Ave., E. 40 St. bet. Farragut Rd. and Foster Ave.",45,A,A
Bronx River Parkway,Small Park,Bronx,Yes,2024,Summer,4,Bronx River bet. Burke Ave. and the New York City-Westchester Line,42,U/S,U
Story Playground,Small Park,Bronx,Yes,2024,Summer,4,Story Ave. bet. Taylor Ave. and Thieriot Ave.,18,A,A
Little Bay Park,Large Park,Queens,Yes,2024,Summer,4,Cross Island Pkwy. bet. Utopia Pkwy. and Totten Ave.,73,A,N
Owl's Head Park,Large Park,Brooklyn,Yes,2024,Summer,4,"Shore Rd., 68 St., Colonial Rd.",NA,A,N
Colden Playground,Small Park,Queens,Yes,2024,Summer,4,Union St. bet. 31 Rd. and 31 Dr.,36,N,U
Calvert Vaux Park,Large Park,Brooklyn,Yes,2024,Summer,4,"Gravesend Bay, Bay 44 St. to Bay 49 St., Shore Pkwy.",110,A,A
Astoria Park,Large Park,Queens,Yes,2024,Summer,4,19 St. bet. Astoria Park S. and Ditmars Blvd.,70,A,A
Friends Field,Large Park,Brooklyn,Yes,2024,Summer,4,"Ave. L, E. 4 St., Mcdonald Ave., Ave. M",17,A,A
Wards Island Park,Large Park,Manhattan,Yes,2024,Summer,4,East River and Hell Gate,101,A,A
Randall's Island Park,Large Park,Manhattan,Yes,2024,Summer,4,East River and Harlem River,11,A,A
Arcilla Playground,Small Park,Bronx,Yes,2024,Summer,4,E 164 St bet. Teller Av and Clay Av at Park Ave,5,A,A
Leif Ericson Park,Small Park,Brooklyn,Yes,2024,Summer,4,"67 St., 66 St. bet. 4 Ave. and Ft. Hamilton Pkwy.",206,A,A
St. Catherine's Park,Small Park,Manhattan,Yes,2024,Summer,4,"1 Ave., bet. E. 67 St. To E. 68 St.",161,A,A
Holy Cow Playground,Small Park,Queens,Yes,2024,Summer,4,Peck Ave. bet. 61 Rd. and 67 Ave.,105,A,A
Russell Pedersen Playground,Small Park,Brooklyn,Yes,2024,Summer,4,Colonial Rd. from 83 St. to 85 St.,8,N,N
Silver Lake Park,Small Park,Staten Island,Yes,2024,Summer,4,"Victory Blvd., Clove Rd., Forest Ave.",55,A,A
Bayside Fields,Small Park,Queens,Yes,2024,Summer,4,29 Ave. bet. 204 St. and Clearview Exwy. Sr. Rd. W.,19,A,A
The Big Park,Small Park,Staten Island,Yes,2024,Summer,4,"Grandview Ave., at Continental Pl.",12,A,A
Jerome Playground,Small Park,Brooklyn,Yes,2024,Summer,4,Wortman Ave. between Jerome St. and Warwick St.,5,N,N
Woods Playground,Small Park,Brooklyn,Yes,2024,Summer,4,"Bergen St., Utica Ave., Rochester Ave., St Mark's Ave.",17,A,A
Louis Pasteur Park,Small Park,Queens,Yes,2024,Summer,4,248 St. bet. Van Zandt Ave. and 52 Ave.,3,A,A
Flushing Meadows Corona Park,Small Park,Queens,Yes,2024,Summer,3,"Grand Central Pkwy, Van Wyck Exwy",9,A,A
St. Nicholas Park,Small Park,Manhattan,Yes,2024,Summer,3,"St. Nicholas Ave., St. Nicholas Ter. bet. W. 128 St. and W. 141 St.",6,A,A
Baisley Pond Park,Large Park,Queens,Yes,2024,Summer,3,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",42,A,A
Conference House Park,Large Park,Staten Island,Yes,2024,Summer,3,"Pittsville St., Hylan Blvd. Richard Ave.",25,A,A
Auburndale Playground,Small Park,Queens,Yes,2024,Summer,3,"171 St., 172 St. bet. 33 Ave. and 35 Ave.",3,A,A
Herbert Von King Park,Large Park,Brooklyn,Yes,2024,Summer,3,"Marcy Ave., Tompkins Ave., bet. Greene Ave. and Lafayette Ave.",140,U/S,N
Captain Tilly Park,Large Park,Queens,Yes,2024,Summer,3,"Highland Ave., 85 Ave. bet. 165 St. and Chapin Pkwy.",17,N,N
Cunningham Park,Large Park,Queens,Yes,2024,Summer,3,"Horace Harding Expwy, Grand Central Pkwy",83,A,N
Alley Pond Park,Large Park,Queens,Yes,2024,Summer,3,"Little Neck Bay to Springfield Blvd, Union Tpke",31,A,N
Inwood Hill Park,Large Park,Manhattan,Yes,2024,Summer,3,"Dyckman St, Hudson River, Harlem River S",135,A,N
Van Cortlandt Park,Large Park,Bronx,Yes,2024,Summer,3,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",750,A,N
Van Cortlandt Park,Large Park,Bronx,Yes,2024,Summer,3,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",73,A,N
Riverbend Playground,Small Park,Bronx,Yes,2024,Summer,3,Bailey Ave. bet. W. Kingsbridge Rd. and W. 193 St.,0,A,A
Farm Playground,Small Park,Queens,Yes,2024,Summer,3,73 Ave. bet. 195 St. and 196 Pl.,0,A,A
Playground Seventy Five,Small Park,Queens,Yes,2024,Summer,3,160 St. bet. 75 Ave. and 75 Rd.,12,A,A
Riverside Park,Large Park,Manhattan,Yes,2024,Summer,3,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",65,A,A
Pelham Bay Park,Large Park,Bronx,Yes,2024,Summer,3,"Bruckner Blvd, Eastchester, Hutchinson",24,A,A
Pelham Bay Park,Large Park,Bronx,Yes,2024,Summer,3,"Bruckner Blvd, Eastchester, Hutchinson",24,A,A
Al Quiñones Playground,Small Park,Bronx,Yes,2024,Summer,3,Kelly St bet. Av St John and Leggett Av,25,A,A
Osborn Playground,Small Park,Brooklyn,Yes,2024,Summer,3,"Linden Blvd., Osborn St., Rockaway Ave., Hegeman Ave.",11,N,N
Ocean Hill Playground,Small Park,Brooklyn,Yes,2024,Summer,3,"Dean St., Bergen St. bet. Rockaway Ave.and Hopkinson Ave.",6,N,N
Astoria Park,Small Park,Queens,Yes,2024,Summer,3,19 St. bet. Astoria Park S. and Ditmars Blvd.,17,A,A
Brigadier General Charles Young Playground,Small Park,Manhattan,Yes,2024,Summer,3,"W. 145 St. to W. 143 St., Lenox Ave., and Harlem River",45,A,A
St. Michael's Playground,Small Park,Queens,Yes,2024,Summer,3,"30 Ave. To 31 Ave. and Boody St., BQE",13,N,N
Aqueduct Walk,Large Park,Bronx,Yes,2024,Summer,3,Aqueduct Ave. W. bet. W. Fordham Rd. and W. Kingsbridge Rd.,35,U/S,U
Highbridge Park,Small Park,Manhattan,Yes,2024,Summer,3,"W 155 St and Dyckman St, Edgecombe Av & Amsterdam Av",NA,A,A
Kissena Corridor Park,Small Park,Queens,Yes,2024,Summer,3,"Lawrence St,N Hempstead Tpk,Elder Ave,Kissena Blvd",28,A,A
Archie Spigner Park,Small Park,Queens,Yes,2024,Summer,3,"169 St., Merrick Blvd., Marne Pl. bet. Linden Blvd., Sayres Ave., and 111 Rd.",4,A,A
Frank D. O'Connor Playground,Small Park,Queens,Yes,2024,Summer,3,Broadway and Woodside Ave. bet. 77 St. and 79 St.,58,A,A
Wright Brothers Playground,Small Park,Manhattan,Yes,2024,Summer,3,St Nicholas Ave. and W. 156 St.,NA,A,A
Poor Richard's Playground,Small Park,Manhattan,Yes,2024,Summer,3,E. 109 St. bet. 2 Ave. and 3 Ave.,40,A,A
Crowley Playground,Small Park,Queens,Yes,2024,Summer,3,"Queens Midtown Exwy., 57 Ave. bet. 84 St. and 82 St.",14,A,A
Berriman Playground,Small Park,Brooklyn,Yes,2024,Summer,3,Berriman St. between Vandalia Ave. and Schroeders Ave.,9,A,A
Sperandeo Brothers Playground,Small Park,Brooklyn,Yes,2024,Summer,3,"Atlantic Ave., Cleveland St. and Liberty Ave.",85,A,A
Maria Hernandez Park,Large Park,Brooklyn,Yes,2024,Summer,3,"Irving Ave., Knickerbocker Ave. bet. Starr St. and Suydam St.",71,A,A
East River Waterfront Esplanade,Large Park,Manhattan,Yes,2024,Summer,3,FDR Drive bet. Broad St. and Clinton St.-Pier 36,195,A,A
Randall's Island Park,Large Park,Manhattan,Yes,2024,Summer,3,East River and Harlem River,25,A,A
Macombs Dam Park,Large Park,Bronx,Yes,2024,Summer,3,"River Ave. to the Harlem River bet. E. 157 St. , W. 161 St. and E. 164 St.",30,A,A
Electric Playground,Small Park,Queens,Yes,2024,Summer,3,164 St. bet. 65 Ave. and 67 Ave.,38,A,A
Central Park,Large Park,Manhattan,Yes,2024,Summer,3,"5 Av To Central Park W, 59 St To 110 St",NA,A,A
Daniel M. O'Connell Playground,Small Park,Queens,Yes,2024,Summer,3,"197 St., 196 St. bet. 113 Ave. and Murdock Ave.",10,A,A
Seth Low Playground/ Bealin Square,Small Park,Brooklyn,Yes,2024,Summer,3,W. 12 St. bet. Bay Pkwy. and Ave. P,450,A,A
Winthrop Playground,Small Park,Brooklyn,Yes,2024,Summer,3,Winthrop St. between Rogers Ave. and Bedford Ave.,11,A,A
Leif Ericson Park,Small Park,Brooklyn,Yes,2024,Summer,3,"67 St., 66 St. bet. 4 Ave. and Ft. Hamilton Pkwy.",7,A,U
Red Hook Recreation Area,Large Park,Brooklyn,Yes,2024,Summer,3,"Halleck St., Bush St. bet. Otsego St. and Court St.",3,A,A
St. James Park,Large Park,Bronx,Yes,2024,Summer,3,"Jerome Ave., E. 193 St., Creston Ave., E",150,A,N
Dyker Beach Park,Large Park,Brooklyn,Yes,2024,Summer,3,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.",15,A,N
Bensonhurst Park,Large Park,Brooklyn,Yes,2024,Summer,3,Cropsey Ave. bet. 21 Ave. and Bay Pkwy.,65,N,N
Kaiser Park,Large Park,Brooklyn,Yes,2024,Summer,3,"Neptune Ave., Bayview Ave.,W. 24 St. to W. 32 St.",75,U,N
Terrace Playground,Small Park,Staten Island,Yes,2024,Summer,3,"Foote Ave., Howard Ave., Martha St., Clove Rd.",2,A,A
Manhattan Beach Park,Large Park,Brooklyn,Yes,2024,Summer,3,Oriental Blvd. between Ocean Ave. and Mackenzie St.,35,A,N
Walker Park,Small Park,Staten Island,Yes,2024,Summer,3,"Delafield Pl., Bard Ave., and Davis Ave.",39,A,A
Tilden Playground,Small Park,Brooklyn,Yes,2024,Summer,3,Tilden Ave. between E. 48 St. and E. 49 St.,NA,A,A
Abigail Playground,Small Park,Bronx,Yes,2024,Summer,3,E 156 St bet. Tinton Av and Union Av,NA,A,A
Jennifer's Playground,Small Park,Staten Island,Yes,2024,Summer,3,"Jules Dr., Elson Ct., Regis Dr.",5,A,A
Highland Park,Small Park,Queens,Yes,2024,Summer,3,"Highland Blvd, Jamaica Ave, Jackie Robinson Pkwy",10,A,A
People's Park,Small Park,Bronx,Yes,2024,Summer,3,E. 141 St. bet. Brook Ave. and St Ann's Ave.,NA,A,A
Forest Park,Large Park,Queens,Yes,2024,Summer,3,"Myrtle Ave, Union Tpke, Park Lane S",68,A,N
Cunningham Park,Large Park,Queens,Yes,2024,Summer,3,"Horace Harding Expwy, Grand Central Pkwy",102,A,N
Cunningham Park,Large Park,Queens,Yes,2024,Summer,3,"Horace Harding Expwy, Grand Central Pkwy",102,A,N
Highland Park,Large Park,Queens,Yes,2024,Summer,3,"Highland Blvd, Jamaica Ave, Jackie Robinson Pkwy",130,A,N
Kolbert Playground,Small Park,Brooklyn,Yes,2024,Summer,3,Ave. L bet. E. 17 St. and E. 18 St.,72,N,U
Jackie Robinson Park,Small Park,Manhattan,Yes,2024,Summer,3,"Bradhurst Av and Edgecombe Av, W 145 St To",NA,A,A
"Martin Luther King, Jr. Playground",Small Park,Manhattan,Yes,2024,Summer,3,"Lenox Ave, W. 113 St. To W. 114 St.",NA,A,A
Magenta Playground,Small Park,Bronx,Yes,2024,Summer,3,Olinville Ave. at Rosewood St.,5,A,U
Loreto Playground,Small Park,Bronx,Yes,2024,Summer,3,Morris Park Ave. bet. Haight Ave. and Tomlinson Ave.,54,A,A
Henry Hudson Park,Large Park,Bronx,Yes,2024,Summer,3,"Palisade Av, Kappock St,  Independence A",14,A,A
Juniper Valley Park,Large Park,Queens,Yes,2024,Summer,3,"Juniper Blvd. bet. Lutheran Ave., 71 St. and Dry Harbor Rd.",175,A,A
Bellerose Playground,Small Park,Queens,Yes,2024,Summer,3,85 Ave. bet. 248 St. and 249 St.,11,A,A
Space Time Playground,Small Park,Bronx,Yes,2024,Summer,3,Lafayette Ave. bet. Bolton Ave. and Underhill Ave.,7,A,U
Brooklyn Bridge Park,Large Park,Brooklyn,Yes,2024,Summer,3,Brooklyn Waterfront From Washington St To Atlantic Ave,NA,N,A
Caserta Playground,Small Park,Bronx,Yes,2024,Summer,3,St. Raymond's Ave. bet. Odell St. and Purdy St.,10,A,A
John J Carty Park,Large Park,Brooklyn,Yes,2024,Summer,3,Ft. Hamilton Pkwy. bet. 94 St. and 101 St.,75,A,A
Owl's Head Park,Large Park,Brooklyn,Yes,2024,Summer,3,"Shore Rd., 68 St., Colonial Rd.",80,A,A
Crispus Attucks Playground,Small Park,Brooklyn,Yes,2024,Summer,3,Classon Ave. bet. Fulton St. and Lefferts Pl.,55,A,A
Vesuvio Playground,Small Park,Manhattan,Yes,2024,Summer,3,Thompson St bet. Spring St and Prince St,NA,A,A
Big Bush Playground,Small Park,Queens,Yes,2024,Summer,3,Laurel Hill Blvd. bet. 61 St. and 64 St.,80,A,A
General Hart Playground,Small Park,Queens,Yes,2024,Summer,3,"Broadway, 37 Ave. bet. 65 St. and 69 St.",75,A,A
Clove Lakes Park,Large Park,Staten Island,Yes,2024,Summer,3,"Forest Ave., Victory Blvd., bet. Clove Rd. and Brookside Ave., Royal Oak Rd.",40,A,N
Clove Lakes Park,Large Park,Staten Island,Yes,2024,Summer,3,"Forest Ave., Victory Blvd., bet. Clove Rd. and Brookside Ave., Royal Oak Rd.",40,A,N
Wolfe's Pond Park,Large Park,Staten Island,Yes,2024,Summer,3,"Holton Ave., Chisolm St., Luten Ave., Arbutus Ave. and Raritan Bay",80,A,N
Wolfe's Pond Park,Large Park,Staten Island,Yes,2024,Summer,3,"Holton Ave., Chisolm St., Luten Ave., Arbutus Ave. and Raritan Bay",80,N,N
Ferry Point Park,Large Park,Bronx,Yes,2024,Summer,3,"Schley Ave., LI Sound bet. Westchester Creek and Balcom Ave.",NA,A,N
McCarren Park,Large Park,Brooklyn,Yes,2024,Summer,3,"Nassau Ave, Bayard, Leonard & N 12 Sts",78,A,N
Fort Greene Park,Large Park,Brooklyn,Yes,2024,Summer,3,"Myrtle Ave., De Kalb Ave. bet. Washington Park and St. Edward's St.",150,A,N
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2024,Summer,2,"Corbin Pl. to W. 37 St., Boardwalk",80,A,A
Alley Park,Small Park,Queens,Yes,2024,Summer,2,67 Ave. bet. 230 St. and 233 St.,2,A,A
Manhattan Beach Park,Small Park,Brooklyn,Yes,2024,Summer,2,Oriental Blvd. between Ocean Ave. and Mackenzie St.,8,A,A
Police Officer Nicholas Demutiis Park,Small Park,Queens,Yes,2024,Summer,2,Liberty Ave. bet. 101 St. and 102 St.,NA,N,N
Washington Hall Park,Small Park,Brooklyn,Yes,2024,Summer,2,Park Ave. bet. Washington Ave. and Hall St.,9,A,A
Crotona Park,Large Park,Bronx,Yes,2024,Summer,2,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",20,A,A
Fort Washington Park,Large Park,Manhattan,Yes,2024,Summer,2,"Riverside Dr., Hudson River, W. 155 St. to Dyckman St.",46,A,A
"Phil ""Scooter"" Rizzuto Park",Small Park,Queens,Yes,2024,Summer,2,"Atlantic Ave., 95 Ave. bet. 127 St. and 125 St.",NA,A,A
Baisley Pond Park,Large Park,Queens,Yes,2024,Summer,2,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",NA,A,A
Stroud Playground,Small Park,Brooklyn,Yes,2024,Summer,2,Sterling Pl. to Park Pl. between Classon Ave. and Washington Ave.,51,A,A
Roy Wilkins Recreation Center,Large Park,Queens,Yes,2024,Summer,2,"Merrick Blvd. bet. 115 Ave., 116 Ave., and Baisley Blvd.",20,A,A
Shore Park and Parkway,Large Park,Brooklyn,Yes,2024,Summer,2,"4 Ave., Shore Rd., Belt Pkwy., Verrazano Bridge",20,A,A
Dyker Beach Park,Large Park,Brooklyn,Yes,2024,Summer,2,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.",30,A,A
Sara D. Roosevelt Park,Small Park,Manhattan,Yes,2024,Summer,2,E. Houston St. To Canal St. bet. Chrystie St. and Forsyth St.,NA,A,A
Nostrand Playground,Small Park,Brooklyn,Yes,2024,Summer,2,Nostrand Ave. between Foster Ave. and Farragut Pl.,15,A,A
Greenwood Playground,Small Park,Brooklyn,Yes,2024,Summer,2,"Ft Hamilton Pkwy., Prospect Ave., Greenwood Ave.",72,A,A
De Witt Clinton Park,Small Park,Manhattan,Yes,2024,Summer,2,"W. 52 St. To W. 54 St., 11 Ave. To 12 Ave.",NA,A,A
Luther Gulick Park,Small Park,Manhattan,Yes,2024,Summer,2,"Columbia St, Delancey St and Bialystoker Pl",38,A,A
Corlears Hook Park,Small Park,Manhattan,Yes,2024,Summer,2,"Jackson St, Cherry St, FDR Drive",80,A,A
McKinley Playground,Small Park,Manhattan,Yes,2024,Summer,2,"Ave. A, E. 3 St. to E. 4 St.",80,N,N
Flushing Meadows Corona Park,Large Park,Queens,Yes,2024,Summer,2,"Grand Central Pkwy, Van Wyck Exwy",131,A,N
Flushing Meadows Corona Park,Large Park,Queens,Yes,2024,Summer,2,"Grand Central Pkwy, Van Wyck Exwy",131,N,N
Queensbridge Park,Large Park,Queens,Yes,2024,Summer,2,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",131,A,N
Queensbridge Park,Large Park,Queens,Yes,2024,Summer,2,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",131,A,N
Morningside Park,Large Park,Manhattan,Yes,2024,Summer,2,"W 110 St To W 123 St, Manhattan Av To Morningside Av",80,N,N
Marcus Garvey Park,Large Park,Manhattan,Yes,2024,Summer,2,"Madison Ave, E. 120 St. to E. 124 St.",42,A,N
Baisley Pond Park,Large Park,Queens,Yes,2024,Summer,2,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",80,A,N
Williamsbridge Oval,Large Park,Bronx,Yes,2024,Summer,2,"Van Cortlandt Ave. East, Resevoir Oval E",450,A,N
Van Cortlandt Park,Large Park,Bronx,Yes,2024,Summer,2,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",85,A,N
John Golden Park,Large Park,Queens,Yes,2024,Summer,2,"215 Pl., Cross Island Pkwy. bet. 31 Rd. and 33 Ave.",36,A,A
Highland Park,Large Park,Queens,Yes,2024,Summer,2,"Highland Blvd, Jamaica Ave, Jackie Robinson Pkwy",35,A,A
Elmhurst Park,Small Park,Queens,Yes,2024,Summer,2,"Grand Ave., 57 Ave. bet. 74 St. and 80 St.",65,A,A
Park Of The Americas,Small Park,Queens,Yes,2024,Summer,2,"41 Ave., 42 Ave. bet. 103 St. and 104 St.",65,A,A
Frank Principe Park,Small Park,Queens,Yes,2024,Summer,2,"Maurice Ave., 63 St. bet. 54 Ave. and Borden Ave.",5,A,A
Yolanda García Park,Small Park,Bronx,Yes,2024,Summer,2,Melrose Ave. bet. E. 160 St. and E. 159 St.,25,A,A
Millbrook Playground,Small Park,Bronx,Yes,2024,Summer,2,E. 135 St. bet. Cypress Ave. and St Ann's Ave.,12,A,A
Gouverneur Playground,Small Park,Bronx,Yes,2024,Summer,2,3 Av bet. E 170 St and St Paul's Pl,45,A,A
Kissena Park,Small Park,Queens,Yes,2024,Summer,2,"Underhill, Oak, Rose, Booth Memorial Aves, Kissena Blvd, Fresh Meadow Ln",5,A,A
McLaughlin Park,Small Park,Brooklyn,Yes,2024,Summer,2,"Jay St., Bridge St. bet. Tillary St. and Cathedral Pl.",35,A,A
Van Voorhees Playground,Small Park,Brooklyn,Yes,2024,Summer,2,"Columbia St., Hicks St. bet. Congress St. and Atlantic Ave.",165,A,A
E.M.T. Christopher J. Prescott Playground,Small Park,Staten Island,Yes,2024,Summer,2,Edith Ave. at Irvington St.,3,A,A
Fermi Playground,Small Park,Brooklyn,Yes,2024,Summer,2,"Central Ave., Troutman St. and Starr St.",12,A,A
Yellowstone Park,Small Park,Queens,Yes,2024,Summer,2,Yellowstone Blvd. bet. 68 Ave. and 68 Rd.,20,A,A
Franklin D. Roosevelt Boardwalk and Beach,Large Park,Staten Island,Yes,2024,Summer,2,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.",125,A,A
Pelham Bay Park,Large Park,Bronx,Yes,2024,Summer,2,"Bruckner Blvd, Eastchester, Hutchinson",7,N,N
Queensbridge Park,Large Park,Queens,Yes,2024,Summer,2,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",40,A,A
Queensbridge Park,Large Park,Queens,Yes,2024,Summer,2,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",40,A,A
Van Cortlandt Park,Large Park,Bronx,Yes,2024,Summer,2,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",17,A,A
Playground Eighty LXXX,Small Park,Queens,Yes,2024,Summer,2,80 Ave. bet. 261 St. and 262 St.,4,A,A
Hollis Playground,Small Park,Queens,Yes,2024,Summer,2,Hollis Ave. bet. 204 St. and 205 St.,22,A,A
Bayview Playground,Small Park,Brooklyn,Yes,2024,Summer,2,Seaview Ave. between E. 99 St. and E. 101 St.,NA,N,U
Owl's Head Park,Large Park,Brooklyn,Yes,2024,Summer,2,"Shore Rd., 68 St., Colonial Rd.",25,A,N
Friends Field,Large Park,Brooklyn,Yes,2024,Summer,2,"Ave. L, E. 4 St., Mcdonald Ave., Ave. M",5,A,N
Star Spangled Playground,Small Park,Brooklyn,Yes,2024,Summer,2,Franklin Ave. between Willoughby Ave. and Dekalb Ave.,8,A,A
Jackie Robinson Park Playground,Small Park,Brooklyn,Yes,2024,Summer,2,Malcom X Blvd. between Chauncey St. and Marion St.,25,A,A
